conversation_id,model_a,model_b,winner,language,timestamp,tokens_in,tokens_out,latency_ms,cost_usd
lmsys_0003967,mistral-large,palm-2,tie,Chinese,2026-06-02T15:17:08.238241Z,1921,633,739,0.001465
lmsys_0003968,gpt-3.5-turbo,davinci-003,model_b,French,2026-05-21T02:35:59.238241Z,73,701,612,0.002031
lmsys_0003969,palm-2,davinci-003,model_b,Spanish,2026-06-10T09:51:25.238241Z,423,1155,339,0.001275
lmsys_0003970,palm-2,gpt-4-turbo,model_a,German,2026-05-19T08:29:30.238241Z,302,85,655,0.003556
lmsys_0003971,palm-2,mistral-large,model_a,Spanish,2026-05-19T03:24:42.238241Z,234,476,434,0.001438
lmsys_0003972,mistral-large,palm-2,model_b,German,2026-05-24T13:00:49.238241Z,467,692,658,0.001017
lmsys_0003973,mistral-large,davinci-003,model_a,German,2026-05-15T18:19:33.238241Z,993,1467,1452,8.9e-05
lmsys_0003974,gpt-4,gpt-3.5-turbo,model_b,German,2026-06-01T18:15:46.238241Z,1351,823,415,0.001877
lmsys_0003975,davinci-003,gpt-3.5-turbo,model_a,Chinese,2026-05-16T07:59:45.238241Z,1130,1497,231,0.002564
lmsys_0003976,claude-3-5-sonnet,davinci-003,model_b,French,2026-05-16T20:03:05.238241Z,365,963,542,0.001362
lmsys_0003977,palm-2,davinci-003,model_a,Japanese,2026-06-06T10:05:16.238241Z,1347,869,622,0.001649
lmsys_0003978,llama-2-70b,gpt-3.5-turbo,model_a,French,2026-05-14T17:15:08.238241Z,1279,175,1793,8.3e-05
lmsys_0003979,gpt-4-turbo,davinci-003,model_a,English,2026-05-20T09:55:02.238241Z,183,573,525,0.00481
lmsys_0003980,davinci-003,gemini-pro,model_a,Spanish,2026-06-06T21:04:22.238241Z,763,430,295,0.00243
lmsys_0003981,gpt-4,gpt-3.5-turbo,tie,Japanese,2026-06-04T10:47:32.238241Z,938,965,396,0.003338
lmsys_0003982,palm-2,gpt-4,tie,Japanese,2026-06-04T02:08:06.238241Z,1166,1065,854,0.00388
lmsys_0003983,gpt-3.5-turbo,gpt-4,model_b,French,2026-05-16T15:29:41.238241Z,302,537,582,0.008362
lmsys_0003984,davinci-003,gpt-4-turbo,model_a,Chinese,2026-05-25T22:19:56.238241Z,1466,921,642,0.001008
lmsys_0003985,gemini-pro,claude-3-opus,tie,English,2026-05-24T19:26:32.238241Z,1587,1173,384,0.000786
lmsys_0003986,mistral-large,claude-3-5-sonnet,tie,English,2026-05-15T17:49:36.238241Z,1004,816,1103,4.5e-05
lmsys_0003987,mistral-large,gpt-4,model_a,French,2026-05-15T15:12:02.238241Z,1199,615,762,4.6e-05
lmsys_0003988,mistral-large,llama-2-70b,model_b,Chinese,2026-05-25T00:29:06.238241Z,848,71,1331,8.2e-05
lmsys_0003989,claude-3-opus,llama-2-70b,tie,French,2026-05-25T10:37:18.238241Z,1757,858,1549,8.4e-05
lmsys_0003990,davinci-003,gpt-4-turbo,model_b,Spanish,2026-06-12T03:00:43.238241Z,1216,838,335,0.004467
lmsys_0003991,palm-2,davinci-003,model_a,Japanese,2026-05-21T11:07:07.238241Z,1719,1263,475,0.002699
lmsys_0003992,mistral-large,llama-2-70b,model_b,Chinese,2026-05-30T17:54:17.238241Z,660,1322,1079,6.3e-05
lmsys_0003993,claude-3-5-sonnet,llama-2-70b,model_a,German,2026-05-25T11:18:02.238241Z,877,875,644,0.001946
lmsys_0003994,claude-3-opus,palm-2,tie,English,2026-05-27T21:00:39.238241Z,607,489,435,0.00233
lmsys_0003995,claude-3-5-sonnet,palm-2,tie,Chinese,2026-05-17T13:07:34.238241Z,986,668,796,0.001671
lmsys_0003996,gpt-3.5-turbo,claude-3-opus,tie,Spanish,2026-06-05T07:58:07.238241Z,168,811,652,0.004488
lmsys_0003997,llama-2-70b,gpt-4,model_b,Spanish,2026-05-19T04:40:16.238241Z,141,805,358,0.003993
lmsys_0003998,claude-3-opus,davinci-003,tie,Spanish,2026-05-27T17:34:14.238241Z,1446,357,682,0.00266
lmsys_0003999,davinci-003,claude-3-opus,model_a,Chinese,2026-06-04T00:38:31.238241Z,660,404,567,0.002785
lmsys_0004000,claude-3-opus,claude-3-5-sonnet,tie,English,2026-06-08T03:54:03.238241Z,1229,494,885,0.003982
lmsys_0004001,claude-3-5-sonnet,gpt-4,tie,Spanish,2026-05-25T09:16:47.238241Z,473,1049,411,0.007215
lmsys_0004002,gpt-4-turbo,mistral-large,model_a,French,2026-05-27T19:59:52.238241Z,1192,468,610,0.004833
lmsys_0004003,mistral-large,claude-3-5-sonnet,tie,Japanese,2026-06-11T00:06:21.238241Z,1104,237,781,0.002982
lmsys_0004004,gpt-4,davinci-003,model_a,Japanese,2026-05-27T23:07:06.238241Z,1608,776,529,0.008185
lmsys_0004005,llama-2-70b,gpt-4-turbo,model_b,Japanese,2026-06-07T15:53:30.238241Z,1172,1027,596,0.002768
lmsys_0004006,llama-2-70b,claude-3-opus,tie,Spanish,2026-05-23T05:02:58.238241Z,761,321,577,0.003464
lmsys_0004007,gpt-4-turbo,mistral-large,tie,Chinese,2026-05-14T02:28:11.238241Z,88,1070,1395,3.9e-05
lmsys_0004008,gpt-4-turbo,davinci-003,model_a,Chinese,2026-06-12T01:00:03.238241Z,292,349,543,0.001168
lmsys_0004009,claude-3-5-sonnet,claude-3-opus,tie,English,2026-05-24T02:55:04.238241Z,1835,61,643,0.004243
lmsys_0004010,gpt-3.5-turbo,gpt-4,model_a,Chinese,2026-05-22T11:20:43.238241Z,1654,1170,386,0.001083
lmsys_0004011,claude-3-opus,llama-2-70b,model_a,German,2026-06-11T19:42:35.238241Z,219,632,861,0.00467
lmsys_0004012,gpt-4-turbo,gpt-4,tie,Japanese,2026-05-23T23:26:26.238241Z,1521,1282,547,0.001968
lmsys_0004013,claude-3-opus,mistral-large,model_a,French,2026-06-02T10:52:59.238241Z,1276,490,803,0.004544
lmsys_0004014,davinci-003,gpt-3.5-turbo,model_a,Chinese,2026-06-07T13:21:58.238241Z,759,672,256,0.00135
lmsys_0004015,gpt-4-turbo,mistral-large,tie,English,2026-06-03T07:09:22.238241Z,924,394,673,1.8e-05
lmsys_0004016,gemini-pro,claude-3-opus,tie,Spanish,2026-06-03T03:47:52.238241Z,1902,605,666,0.000987
lmsys_0004017,gpt-4-turbo,gpt-4,model_a,Japanese,2026-06-10T13:31:19.238241Z,1845,1161,444,0.003554
lmsys_0004018,gemini-pro,llama-2-70b,tie,Spanish,2026-05-20T16:03:46.238241Z,1286,685,694,4.4e-05
lmsys_0004019,claude-3-5-sonnet,gpt-4,tie,Chinese,2026-06-05T08:08:35.238241Z,679,629,384,0.003622
lmsys_0004020,mistral-large,claude-3-opus,tie,French,2026-05-28T13:29:57.238241Z,485,1432,487,0.005208
lmsys_0004021,llama-2-70b,gpt-4-turbo,tie,Spanish,2026-05-31T01:58:18.238241Z,1680,946,462,0.004367
lmsys_0004022,davinci-003,palm-2,tie,French,2026-05-30T12:43:04.238241Z,907,33,399,0.002788
lmsys_0004023,claude-3-opus,palm-2,model_a,Chinese,2026-05-24T03:04:14.238241Z,1401,922,884,0.003347
lmsys_0004024,palm-2,claude-3-opus,tie,German,2026-05-21T11:10:19.238241Z,961,619,893,0.003132
lmsys_0004025,mistral-large,claude-3-5-sonnet,model_a,German,2026-06-11T05:33:36.238241Z,1849,989,1220,4.1e-05
lmsys_0004026,gpt-4-turbo,claude-3-opus,tie,French,2026-05-30T07:15:15.238241Z,554,1357,745,0.00202
lmsys_0004027,mistral-large,llama-2-70b,tie,English,2026-05-13T04:59:19.238241Z,439,663,1578,1.5e-05
lmsys_0004028,palm-2,mistral-large,tie,Spanish,2026-05-16T03:34:24.238241Z,1678,171,723,0.002099
lmsys_0004029,gemini-pro,palm-2,tie,Spanish,2026-05-31T13:47:57.238241Z,664,748,875,0.001498
lmsys_0004030,gemini-pro,claude-3-5-sonnet,model_b,French,2026-06-07T07:42:38.238241Z,1996,37,677,0.004867
lmsys_0004031,mistral-large,gpt-3.5-turbo,model_b,French,2026-06-06T06:40:09.238241Z,614,416,418,0.001348
lmsys_0004032,claude-3-5-sonnet,davinci-003,tie,Spanish,2026-06-10T02:30:25.238241Z,96,1342,755,0.002147
lmsys_0004033,mistral-large,davinci-003,model_b,French,2026-05-27T04:29:44.238241Z,524,839,205,0.002712
lmsys_0004034,gemini-pro,claude-3-opus,model_a,English,2026-06-10T01:35:12.238241Z,1402,249,307,0.002341
lmsys_0004035,mistral-large,palm-2,tie,English,2026-06-06T20:21:09.238241Z,1640,1291,505,5e-06
lmsys_0004036,mistral-large,claude-3-opus,model_a,German,2026-05-24T17:23:44.238241Z,954,985,820,7.9e-05
lmsys_0004037,mistral-large,gemini-pro,model_b,Spanish,2026-05-18T03:24:29.238241Z,534,744,340,0.001557
lmsys_0004038,gpt-4,llama-2-70b,tie,Japanese,2026-05-17T02:03:40.238241Z,308,549,508,0.009579
lmsys_0004039,claude-3-5-sonnet,mistral-large,model_a,German,2026-06-04T18:02:04.238241Z,642,575,516,0.003305
lmsys_0004040,gpt-4-turbo,claude-3-opus,model_b,English,2026-05-29T16:37:08.238241Z,154,367,811,0.005318
lmsys_0004041,mistral-large,gemini-pro,model_a,Japanese,2026-05-23T11:16:28.238241Z,489,381,593,7e-06
lmsys_0004042,davinci-003,claude-3-5-sonnet,model_a,German,2026-06-05T21:49:32.238241Z,767,503,607,0.002908
lmsys_0004043,gpt-4-turbo,gpt-3.5-turbo,model_a,Spanish,2026-05-13T11:19:29.238241Z,804,448,284,0.004357
lmsys_0004044,claude-3-opus,gpt-4,model_a,English,2026-05-16T13:42:10.238241Z,169,536,821,0.004918
lmsys_0004045,llama-2-70b,davinci-003,model_b,Chinese,2026-05-23T19:44:09.238241Z,399,1170,678,0.00214
lmsys_0004046,gpt-4,mistral-large,model_b,English,2026-05-16T13:52:08.238241Z,407,866,1299,8.7e-05
lmsys_0004047,gemini-pro,llama-2-70b,model_b,Spanish,2026-05-16T03:38:38.238241Z,128,666,915,4e-06
lmsys_0004048,mistral-large,claude-3-5-sonnet,model_b,English,2026-06-04T23:42:50.238241Z,81,417,714,0.001264
lmsys_0004049,mistral-large,davinci-003,model_a,English,2026-05-17T18:40:31.238241Z,999,1480,1228,1e-05
lmsys_0004050,gpt-4,mistral-large,model_a,Spanish,2026-06-05T09:59:57.238241Z,254,1350,355,0.003277
lmsys_0004051,gpt-3.5-turbo,davinci-003,model_a,Spanish,2026-06-10T01:56:11.238241Z,1588,1021,181,0.001614
lmsys_0004052,claude-3-opus,palm-2,tie,Chinese,2026-06-12T00:31:30.238241Z,1440,1330,889,0.003648
lmsys_0004053,llama-2-70b,davinci-003,tie,French,2026-05-19T04:33:41.238241Z,1982,108,1512,5.7e-05
lmsys_0004054,davinci-003,palm-2,tie,Japanese,2026-05-27T05:27:16.238241Z,957,467,646,0.003803
lmsys_0004055,gpt-4,claude-3-opus,model_a,Spanish,2026-06-08T21:55:40.238241Z,1549,1031,429,0.008977
lmsys_0004056,davinci-003,claude-3-5-sonnet,model_a,German,2026-05-25T17:57:42.238241Z,413,1248,609,0.001111
lmsys_0004057,gemini-pro,gpt-4-turbo,model_a,French,2026-05-26T10:12:10.238241Z,1426,63,800,0.001681
lmsys_0004058,gpt-4-turbo,gemini-pro,tie,Spanish,2026-05-14T08:15:38.238241Z,978,131,490,0.001365
lmsys_0004059,claude-3-5-sonnet,gpt-4-turbo,model_a,English,2026-05-28T07:19:35.238241Z,1072,415,767,0.002384
lmsys_0004060,gpt-3.5-turbo,claude-3-opus,tie,English,2026-06-01T14:26:24.238241Z,996,400,771,0.005295
lmsys_0004061,llama-2-70b,gpt-4-turbo,model_a,Japanese,2026-05-27T06:31:38.238241Z,1261,666,1140,5.7e-05
lmsys_0004062,claude-3-5-sonnet,claude-3-opus,model_b,Japanese,2026-06-03T19:48:27.238241Z,282,888,427,0.002239
lmsys_0004063,llama-2-70b,gpt-4,model_a,Spanish,2026-05-29T01:29:53.238241Z,140,692,1626,5.5e-05
lmsys_0004064,claude-3-5-sonnet,llama-2-70b,tie,Chinese,2026-06-06T04:14:40.238241Z,105,1309,865,7.1e-05
lmsys_0004065,gemini-pro,claude-3-5-sonnet,tie,French,2026-06-10T17:46:35.238241Z,1785,1256,580,0.002732
lmsys_0004066,llama-2-70b,gpt-4,model_a,Spanish,2026-05-20T11:34:24.238241Z,1984,130,975,7e-05
lmsys_0004067,gpt-4-turbo,llama-2-70b,model_b,French,2026-05-20T23:29:50.238241Z,437,1025,1452,1e-06
lmsys_0004068,gpt-3.5-turbo,palm-2,model_b,French,2026-05-17T03:26:06.238241Z,1237,38,361,0.001459
lmsys_0004069,gpt-4-turbo,gpt-3.5-turbo,model_b,Spanish,2026-06-10T23:10:27.238241Z,1377,960,346,0.000524
lmsys_0004070,mistral-large,gpt-3.5-turbo,tie,Japanese,2026-05-21T09:23:37.238241Z,412,1135,1131,3.4e-05
lmsys_0004071,palm-2,gpt-4-turbo,model_a,English,2026-06-01T05:34:29.238241Z,575,1234,656,0.003367
lmsys_0004072,claude-3-5-sonnet,davinci-003,model_a,Spanish,2026-05-30T07:02:37.238241Z,1298,1037,770,0.003039
lmsys_0004073,gpt-4,gpt-4-turbo,model_b,Chinese,2026-06-10T20:23:15.238241Z,1620,51,567,0.003367
lmsys_0004074,gpt-4,palm-2,tie,Japanese,2026-06-11T01:16:29.238241Z,520,424,437,0.001947
lmsys_0004075,gemini-pro,gpt-3.5-turbo,tie,Chinese,2026-06-07T20:04:43.238241Z,774,116,800,0.001039
lmsys_0004076,mistral-large,llama-2-70b,model_a,German,2026-06-09T16:32:14.238241Z,1788,503,790,1e-06
lmsys_0004077,gpt-3.5-turbo,davinci-003,model_a,French,2026-05-27T05:18:26.238241Z,804,287,445,0.000825
lmsys_0004078,davinci-003,mistral-large,tie,English,2026-05-20T02:45:01.238241Z,1583,1168,1256,6.7e-05
lmsys_0004079,gpt-4-turbo,llama-2-70b,model_a,German,2026-05-19T03:08:55.238241Z,349,853,616,0.001559
lmsys_0004080,gpt-3.5-turbo,gpt-4-turbo,model_a,Spanish,2026-06-07T10:20:33.238241Z,1954,43,194,0.001688
lmsys_0004081,llama-2-70b,claude-3-opus,model_a,Spanish,2026-06-02T03:14:40.238241Z,1573,730,1057,7.2e-05
lmsys_0004082,gpt-4,gpt-3.5-turbo,model_b,German,2026-05-24T15:07:01.238241Z,1235,880,151,0.00121
lmsys_0004083,gemini-pro,mistral-large,model_b,Spanish,2026-06-08T05:50:26.238241Z,1285,157,613,1e-05
lmsys_0004084,gpt-3.5-turbo,davinci-003,model_a,German,2026-06-04T06:33:12.238241Z,493,898,356,0.000793
lmsys_0004085,gpt-3.5-turbo,gpt-4,model_b,Spanish,2026-05-17T14:24:46.238241Z,1361,676,292,0.00353
lmsys_0004086,claude-3-opus,palm-2,model_b,Spanish,2026-06-04T10:55:23.238241Z,801,898,526,0.002694
lmsys_0004087,gpt-3.5-turbo,mistral-large,model_a,German,2026-05-24T06:36:33.238241Z,193,360,196,0.001211
lmsys_0004088,claude-3-5-sonnet,llama-2-70b,tie,Japanese,2026-06-09T02:38:21.238241Z,903,1060,1513,2.3e-05
lmsys_0004089,gpt-4-turbo,mistral-large,model_b,Spanish,2026-06-01T22:43:21.238241Z,1346,950,790,7.7e-05
lmsys_0004090,llama-2-70b,mistral-large,model_b,Japanese,2026-05-26T17:55:27.238241Z,1239,1191,1243,3.1e-05
lmsys_0004091,claude-3-5-sonnet,palm-2,model_b,Japanese,2026-06-06T05:18:14.238241Z,186,515,388,0.003386
lmsys_0004092,mistral-large,llama-2-70b,model_a,Spanish,2026-06-03T13:44:57.238241Z,1803,1463,1097,2.3e-05
lmsys_0004093,claude-3-opus,gemini-pro,model_a,French,2026-05-28T12:46:25.238241Z,542,280,764,0.004391
lmsys_0004094,gemini-pro,claude-3-opus,tie,English,2026-05-13T11:20:01.238241Z,105,1394,558,0.001444
lmsys_0004095,llama-2-70b,gemini-pro,tie,Chinese,2026-06-09T13:34:35.238241Z,604,337,874,3.4e-05
lmsys_0004096,gpt-3.5-turbo,gpt-4,model_a,Japanese,2026-06-03T09:31:32.238241Z,1848,1289,485,0.001394
lmsys_0004097,claude-3-5-sonnet,claude-3-opus,tie,Japanese,2026-05-28T16:24:39.238241Z,697,1009,480,0.003955
lmsys_0004098,llama-2-70b,gemini-pro,model_a,English,2026-06-05T07:39:59.238241Z,1063,1245,1963,6.5e-05
lmsys_0004099,gpt-3.5-turbo,palm-2,tie,Chinese,2026-05-27T21:33:07.238241Z,1487,623,382,0.000525
lmsys_0004100,gpt-4-turbo,claude-3-5-sonnet,model_b,French,2026-06-10T22:27:17.238241Z,1353,43,550,0.004657
lmsys_0004101,claude-3-5-sonnet,mistral-large,model_a,English,2026-05-20T02:37:47.238241Z,1593,572,314,0.00218
lmsys_0004102,gpt-4-turbo,claude-3-5-sonnet,model_b,Japanese,2026-06-01T05:45:22.238241Z,1122,773,369,0.002646
lmsys_0004103,claude-3-5-sonnet,davinci-003,model_b,Spanish,2026-05-17T02:33:54.238241Z,240,913,689,0.00204
lmsys_0004104,gpt-3.5-turbo,gpt-4-turbo,model_b,Spanish,2026-06-02T09:50:15.238241Z,1924,415,425,0.00443
lmsys_0004105,gpt-4-turbo,claude-3-5-sonnet,tie,German,2026-05-16T08:09:00.238241Z,323,162,535,0.001859
lmsys_0004106,claude-3-opus,gpt-4,model_a,Japanese,2026-05-21T04:17:52.238241Z,1942,879,521,0.003157
lmsys_0004107,claude-3-opus,gpt-3.5-turbo,model_a,German,2026-05-28T01:07:34.238241Z,973,1488,702,0.003234
lmsys_0004108,claude-3-5-sonnet,llama-2-70b,model_a,Spanish,2026-05-27T13:37:19.238241Z,1027,1318,735,0.002746
lmsys_0004109,davinci-003,gemini-pro,tie,Japanese,2026-05-26T15:19:31.238241Z,730,862,441,0.001918
lmsys_0004110,claude-3-5-sonnet,gpt-3.5-turbo,tie,Spanish,2026-05-28T12:04:32.238241Z,461,963,271,0.001675
lmsys_0004111,gemini-pro,mistral-large,model_a,Chinese,2026-06-06T09:40:46.238241Z,1143,1024,374,0.000763
lmsys_0004112,palm-2,gpt-4,model_a,Chinese,2026-05-18T08:26:20.238241Z,917,1115,822,0.00309
lmsys_0004113,gpt-4-turbo,gemini-pro,model_a,Spanish,2026-06-06T09:17:56.238241Z,1983,884,649,0.0022
lmsys_0004114,gpt-4,claude-3-opus,model_b,English,2026-06-11T23:08:32.238241Z,618,1482,440,0.004839
lmsys_0004115,gpt-4-turbo,claude-3-opus,model_a,Chinese,2026-05-15T02:30:22.238241Z,107,772,507,0.003304
lmsys_0004116,llama-2-70b,mistral-large,tie,German,2026-05-30T13:45:06.238241Z,1043,1423,1693,4.8e-05
lmsys_0004117,llama-2-70b,gpt-4-turbo,model_b,French,2026-06-01T12:23:40.238241Z,1075,951,545,0.004702
lmsys_0004118,mistral-large,davinci-003,model_a,Chinese,2026-06-02T01:40:43.238241Z,967,610,1305,5.9e-05
lmsys_0004119,davinci-003,llama-2-70b,tie,English,2026-06-02T17:56:09.238241Z,378,1494,1630,7.7e-05
lmsys_0004120,davinci-003,gemini-pro,model_b,Spanish,2026-05-26T08:19:09.238241Z,1437,874,428,0.001664
lmsys_0004121,claude-3-5-sonnet,gpt-3.5-turbo,tie,German,2026-05-24T11:09:37.238241Z,1266,402,570,0.001148
lmsys_0004122,claude-3-5-sonnet,gpt-3.5-turbo,tie,Japanese,2026-06-08T18:19:05.238241Z,848,349,270,0.001542
lmsys_0004123,palm-2,gpt-4-turbo,tie,German,2026-05-28T02:23:24.238241Z,1983,509,529,0.001707
lmsys_0004124,claude-3-5-sonnet,davinci-003,model_a,German,2026-05-27T12:04:20.238241Z,218,712,613,0.004238
lmsys_0004125,gpt-3.5-turbo,palm-2,model_b,Spanish,2026-06-01T14:32:45.238241Z,141,1133,437,0.001892
lmsys_0004126,palm-2,gpt-4,tie,Chinese,2026-05-14T17:46:43.238241Z,547,1004,379,0.001838
lmsys_0004127,llama-2-70b,claude-3-opus,model_a,Spanish,2026-05-15T08:16:48.238241Z,21,1381,1448,5e-05
lmsys_0004128,claude-3-opus,gpt-4,model_b,Spanish,2026-05-14T13:40:16.238241Z,1598,1351,349,0.003138
lmsys_0004129,gemini-pro,palm-2,tie,Japanese,2026-05-19T17:58:01.238241Z,169,48,505,0.003814
lmsys_0004130,gpt-4,palm-2,model_a,Japanese,2026-05-31T05:34:32.238241Z,1172,1281,404,0.003863
lmsys_0004131,gpt-4-turbo,gpt-4,model_a,Chinese,2026-05-20T15:35:29.238241Z,761,1422,420,0.003239
lmsys_0004132,gpt-3.5-turbo,gpt-4,tie,Chinese,2026-06-12T02:08:39.238241Z,1641,130,395,0.003733
lmsys_0004133,mistral-large,llama-2-70b,tie,French,2026-05-18T05:12:26.238241Z,1335,1017,1083,7e-05
lmsys_0004134,palm-2,davinci-003,model_a,Spanish,2026-05-21T03:22:33.238241Z,832,431,630,0.003148
lmsys_0004135,gpt-3.5-turbo,claude-3-5-sonnet,tie,Spanish,2026-05-30T22:19:05.238241Z,522,94,322,0.00099
lmsys_0004136,mistral-large,llama-2-70b,model_a,French,2026-05-19T01:59:51.238241Z,1877,885,1448,5e-06
lmsys_0004137,gpt-4-turbo,gpt-3.5-turbo,model_b,German,2026-05-13T18:24:41.238241Z,926,558,249,0.00183
lmsys_0004138,claude-3-opus,llama-2-70b,tie,Chinese,2026-05-15T06:36:08.238241Z,691,793,631,8e-05
lmsys_0004139,gpt-4,palm-2,tie,French,2026-06-06T06:32:21.238241Z,359,222,480,0.003838
lmsys_0004140,llama-2-70b,davinci-003,model_a,Japanese,2026-06-05T00:53:41.238241Z,1408,659,967,7e-06
lmsys_0004141,gpt-4-turbo,claude-3-opus,model_b,English,2026-05-30T22:20:01.238241Z,1270,46,895,0.004647
lmsys_0004142,claude-3-opus,gpt-3.5-turbo,model_b,Japanese,2026-06-05T23:42:36.238241Z,1772,1066,429,0.001835
lmsys_0004143,claude-3-opus,gpt-3.5-turbo,tie,German,2026-05-16T00:07:07.238241Z,1334,307,348,0.001542
lmsys_0004144,gpt-4,davinci-003,model_a,German,2026-06-01T09:01:56.238241Z,1533,73,530,0.009451
lmsys_0004145,gemini-pro,gpt-3.5-turbo,model_a,Spanish,2026-05-22T16:17:11.238241Z,1047,233,438,0.001056
lmsys_0004146,gemini-pro,mistral-large,model_a,Chinese,2026-05-22T14:50:12.238241Z,34,736,631,0.002106
lmsys_0004147,claude-3-5-sonnet,palm-2,model_a,German,2026-06-11T17:20:54.238241Z,1587,1118,779,0.002996
lmsys_0004148,gpt-3.5-turbo,llama-2-70b,model_a,English,2026-05-20T12:48:46.238241Z,1458,874,326,0.000946
lmsys_0004149,gpt-4,gpt-4-turbo,tie,German,2026-06-07T22:37:05.238241Z,1050,1389,395,0.002343
lmsys_0004150,davinci-003,llama-2-70b,model_b,English,2026-05-22T08:56:38.238241Z,60,900,762,7.3e-05
lmsys_0004151,gpt-4,gemini-pro,tie,German,2026-05-18T05:24:43.238241Z,1038,1143,552,0.00731
lmsys_0004152,claude-3-opus,mistral-large,tie,English,2026-05-19T01:02:16.238241Z,531,981,1403,5e-05
lmsys_0004153,claude-3-opus,davinci-003,tie,Chinese,2026-06-05T13:53:57.238241Z,1266,1212,605,0.005908
lmsys_0004154,gpt-3.5-turbo,davinci-003,model_b,French,2026-06-08T19:20:00.238241Z,603,332,270,0.002722
lmsys_0004155,davinci-003,llama-2-70b,model_a,English,2026-05-26T06:37:49.238241Z,1843,1094,312,0.00278
lmsys_0004156,gpt-4-turbo,claude-3-opus,model_b,Japanese,2026-05-23T15:27:27.238241Z,1208,1495,521,0.003776
lmsys_0004157,claude-3-opus,gpt-3.5-turbo,tie,Chinese,2026-06-03T13:51:26.238241Z,1415,1239,422,0.001094
lmsys_0004158,llama-2-70b,mistral-large,model_b,German,2026-06-05T13:46:03.238241Z,136,560,694,7.5e-05
lmsys_0004159,claude-3-opus,gpt-4-turbo,model_a,Japanese,2026-05-15T04:32:11.238241Z,955,353,714,0.002886
lmsys_0004160,gpt-4-turbo,palm-2,model_a,Japanese,2026-05-16T04:44:06.238241Z,1998,126,464,0.00444
lmsys_0004161,claude-3-opus,claude-3-5-sonnet,model_a,Spanish,2026-05-18T15:33:52.238241Z,511,230,782,0.005139
lmsys_0004162,gpt-3.5-turbo,gemini-pro,model_a,Japanese,2026-06-11T23:36:13.238241Z,1748,832,406,0.001307
lmsys_0004163,claude-3-5-sonnet,claude-3-opus,tie,German,2026-06-07T06:42:44.238241Z,455,902,568,0.004248
lmsys_0004164,gpt-3.5-turbo,llama-2-70b,model_b,Chinese,2026-06-10T10:55:41.238241Z,1283,983,620,9.2e-05
lmsys_0004165,llama-2-70b,mistral-large,model_a,German,2026-05-14T16:27:57.238241Z,801,1132,1522,2.1e-05
lmsys_0004166,palm-2,llama-2-70b,model_a,Spanish,2026-05-30T02:37:59.238241Z,678,242,769,0.003435
lmsys_0004167,gemini-pro,gpt-3.5-turbo,model_b,Japanese,2026-05-24T01:41:17.238241Z,353,1236,232,0.001748
lmsys_0004168,gemini-pro,claude-3-opus,model_b,French,2026-06-05T11:27:39.238241Z,897,1445,769,0.005861
lmsys_0004169,claude-3-5-sonnet,gpt-4,model_a,French,2026-05-21T16:24:07.238241Z,1285,1012,667,0.002611
lmsys_0004170,gpt-4,davinci-003,tie,Spanish,2026-06-10T17:39:01.238241Z,970,1005,498,0.003989
lmsys_0004171,gpt-4,llama-2-70b,model_b,Spanish,2026-05-21T03:10:43.238241Z,81,1363,629,1e-06
lmsys_0004172,palm-2,gpt-4,tie,French,2026-06-04T05:57:44.238241Z,1553,1101,371,0.00324
lmsys_0004173,gpt-4-turbo,claude-3-5-sonnet,model_b,Spanish,2026-05-19T01:23:10.238241Z,327,135,424,0.001913
lmsys_0004174,palm-2,claude-3-5-sonnet,model_b,English,2026-06-03T06:44:26.238241Z,490,1035,656,0.003864
lmsys_0004175,gpt-4-turbo,claude-3-5-sonnet,model_a,English,2026-06-03T03:32:53.238241Z,1366,82,492,0.001466
lmsys_0004176,davinci-003,gpt-4-turbo,tie,Japanese,2026-05-26T14:03:53.238241Z,1880,983,670,0.00239
lmsys_0004177,llama-2-70b,gpt-4,model_a,Spanish,2026-05-14T03:34:26.238241Z,1067,515,1827,2.3e-05
lmsys_0004178,llama-2-70b,gpt-4-turbo,model_a,Japanese,2026-06-08T07:19:57.238241Z,533,979,1737,4.3e-05
lmsys_0004179,gpt-4-turbo,gemini-pro,model_a,Chinese,2026-05-29T22:00:15.238241Z,437,419,556,0.004407
lmsys_0004180,llama-2-70b,gpt-3.5-turbo,tie,Japanese,2026-06-10T20:57:44.238241Z,743,1186,1787,7.1e-05
lmsys_0004181,gpt-3.5-turbo,gpt-4-turbo,tie,English,2026-05-16T16:41:45.238241Z,412,1363,265,0.001226
lmsys_0004182,gemini-pro,claude-3-opus,model_a,Japanese,2026-05-16T17:51:15.238241Z,1666,1129,506,0.001534
lmsys_0004183,llama-2-70b,gpt-4-turbo,tie,Spanish,2026-06-04T23:27:49.238241Z,641,1315,524,0.001908
lmsys_0004184,claude-3-5-sonnet,gpt-4,tie,Japanese,2026-05-19T04:41:13.238241Z,1590,332,338,0.008211
lmsys_0004185,davinci-003,gemini-pro,model_a,Japanese,2026-06-06T00:53:31.238241Z,266,579,511,0.002257
lmsys_0004186,claude-3-opus,gpt-3.5-turbo,tie,German,2026-05-17T21:04:32.238241Z,98,1186,416,0.003098
lmsys_0004187,claude-3-5-sonnet,palm-2,tie,Spanish,2026-06-03T12:42:46.238241Z,1551,1450,522,0.003032
lmsys_0004188,palm-2,gpt-4,model_b,Spanish,2026-06-11T17:05:57.238241Z,381,1285,396,0.007705
